256329617,6.8323107,51.1760379,0
1550751072,6.8323991,51.1761056,9.743904198051883
2561992431,6.8324402,51.1761591,16.35350471379021
1550751073,6.8324517,51.1762083,21.885850265025816
1619485742,6.8324595,51.1762701,28.782805851386055
11283573213,6.8324605,51.1763094,33.155554939021876
1550751074,6.832462,51.1763721,40.13182215781583
1547828992,6.8324513,51.1764757,51.681757027807194
40313081,6.8324131,51.1767051,77.34231498766833
1619485736,6.8323809,51.1769236,101.7548736034594
2287655695,6.8323769,51.1769516,104.88245400085295
1349090854,6.8322653,51.1776466,182.59521722965127
1349090691,6.8321803,51.1779193,213.51034677006118
42498794,6.8320979,51.178217,247.12748056548932
5211374192,6.8320247,51.1784569,274.3031912913706
1349525424,6.8320099,51.1784975,278.9370602077007
5211374193,6.8319391,51.1787224,304.442687789935
6833043087,6.8318466,51.1790067,336.72617305039057
6833043091,6.8318362,51.1790391,340.403359490054
982305408,6.8318031,51.1791421,352.0937096198757
11302718224,6.8316842,51.179533,396.3696510961625
6566382007,6.8316762,51.1795655,400.02835135512936
44303518,6.831657,51.1796464,409.12820195622265
2531147107,6.8316394,51.179734,418.95125260372583
11302718222,6.8316356,51.1797531,421.09271000315715
6566382005,6.8316153,51.1798543,432.4405164553633
2287655722,6.8316025,51.1799737,445.75409230284055
5109661157,6.8315997,51.1800968,459.45057879416447
1550751077,6.8316033,51.1801378,464.0188405230078
2287655726,6.8316222,51.1802844,480.38180134486953
47490810,6.8316442,51.1804288,496.5200388955537
2380601068,6.8316641,51.1805184,506.58484929277313
2717150530,6.83167,51.180536,508.5858706937751
343768439,6.8316747,51.1805554,510.76903283587524
1619775801,6.8317069,51.1806353,519.9387748561065
1647446784,6.831785,51.1808435,543.7364701331991
2380601089,6.8319208,51.1811715,581.4423077787092
2821235332,6.8320707,51.1815551,625.386801538164
2821235333,6.8322353,51.1819535,671.1794481905247
1619775725,6.8324491,51.1824795,731.5772213202819
550522212,6.8324612,51.1825092,734.9879982406507
3439674994,6.8325707,51.1827806,766.1373526019361
3439674894,6.8325981,51.1828483,773.9089456929335
3439674693,6.8327481,51.1832198,816.5489923097972
550522226,6.8329072,51.183596,859.8550947587836
1357629453,6.8329455,51.1837074,872.5345652786038
11027622383,6.8331711,51.184182,927.6405235929716
2821250817,6.8331758,51.1841936,928.9722277682014
1619775753,6.8332718,51.1843939,952.2449400958694
2287667483,6.833328,51.1844496,959.5825133217006
42580112,6.8333976,51.1844981,966.8485414008195
1742831147,6.8332829,51.1845688,978.0816003941222
270262508,6.8331024,51.1846714,995.0981242778743
270262482,6.8332126,51.1847557,1007.2358441503111
5840399697,6.8334418,51.1849422,1033.4524182175344
5840400250,6.8335316,51.1850688,1048.8729894677524
270262480,6.8335741,51.1851356,1056.876669840348
